    1,500000e+00    1,051352e-01   -3,079499e-01
    1,550000e+00    9,047187e-02   -2,785811e-01
    1,600000e+00    7,727178e-02   -2,495270e-01
    1,650000e+00    6,550427e-02   -2,213632e-01
    1,700000e+00    5,511297e-02   -1,945448e-01
    1,750000e+00    4,602164e-02   -1,694124e-01
    1,800000e+00    3,813967e-02   -1,462009e-01
    1,850000e+00    3,136714e-02   -1,250511e-01
    1,900000e+00    2,559917e-02   -1,060224e-01
    1,950000e+00    2,072966e-02   -8,910622e-02
    2,000000e+00    1,665436e-02   -7,423945e-02
    2,050000e+00    1,327329e-02   -6,131726e-02
    2,100000e+00    1,049246e-02   -5,020484e-02
    2,150000e+00    8,225204e-03   -4,074792e-02
    2,200000e+00    6,392825e-03   -3,278174e-02
    2,250000e+00    4,924982e-03   -2,613858e-02
    2,300000e+00    3,759667e-03   -2,065367e-02
    2,350000e+00    2,842938e-03   -1,616974e-02
    2,400000e+00    2,128460e-03   -1,254022e-02
    2,450000e+00    1,576913e-03   -9,631322e-03
    2,500000e+00    1,155323e-03   -7,323186e-03
    2,550000e+00    8,363501e-04   -5,510205e-03
    2,600000e+00    5,975842e-04   -4,100769e-03
    2,650000e+00    4,208595e-04   -3,016568e-03
    2,700000e+00    2,916133e-04   -2,191586e-03
    2,750000e+00    1,983014e-04   -1,570902e-03
    2,800000e+00    1,318745e-04   -1,109429e-03
    2,850000e+00    8,531938e-05   -7,705843e-04
    2,900000e+00    5,326404e-05   -5,251004e-04
    2,950000e+00    3,164251e-05   -3,498236e-04
    3,000000e+00    1,741559e-05   -2,266709e-04
    3,050000e+00    8,341206e-06   -1,416969e-04
    3,100000e+00    2,788184e-06   -8,428487e-05
    3,150000e+00   -4,124457e-07   -4,645912e-05
    3,200000e+00   -2,084707e-06   -2,231044e-05
    3,250000e+00   -2,798803e-06   -7,524442e-06
    3,300000e+00   -2,940970e-06    9,998164e-07
    3,350000e+00   -2,766272e-06    5,453193e-06
    3,400000e+00   -2,437904e-06    7,354234e-06
    3,450000e+00   -2,056023e-06    7,732639e-06
    3,500000e+00   -1,678539e-06    7,268691e-06
    3,550000e+00   -1,335846e-06    6,397542e-06
    3,600000e+00   -1,041063e-06    5,385961e-06
    3,650000e+00   -7,969855e-07    4,387839e-06
    3,700000e+00   -6,006896e-07    3,483598e-06
    3,750000e+00   -4,464745e-07    2,707589e-06
    3,800000e+00   -3,276712e-07    2,066719e-06
    3,850000e+00   -2,376845e-07    1,552757e-06
    3,900000e+00   -1,705382e-07    1,150202e-06
    3,950000e+00   -1,211077e-07    8,410967e-07
    4,000000e+00   -8,516690e-08    6,077813e-07
    4,050000e+00   -5,933355e-08    4,343283e-07
    4,100000e+00   -4,096474e-08    3,071362e-07
    4,150000e+00   -2,803660e-08    2,150345e-07
    4,200000e+00   -1,902613e-08    1,491186e-07
    4,250000e+00   -1,280483e-08    1,024597e-07
    4,300000e+00   -8,548092e-09    6,977468e-08
    4,350000e+00   -5,661072e-09    4,710550e-08
    4,400000e+00   -3,719754e-09    3,153282e-08
    4,450000e+00   -2,425262e-09    2,093368e-08
    4,500000e+00   -1,569159e-09    1,378421e-08
    4,550000e+00   -1,007551e-09    9,003749e-09
    4,600000e+00   -6,420667e-10    5,834618e-09
    4,650000e+00   -4,060895e-10    3,751312e-09
    4,700000e+00   -2,549186e-10    2,393108e-09
    4,750000e+00   -1,588267e-10    1,514851e-09
    4,800000e+00   -9,821691e-11    9,515227e-10
    4,850000e+00   -6,028134e-11    5,930859e-10
    4,900000e+00   -3,671987e-11    3,668313e-10
    4,950000e+00   -2,219844e-11    2,251442e-10
    5,000000e+00   -1,331749e-11    1,371166e-10
    5,050000e+00   -7,928103e-12    8,285839e-11
    5,100000e+00   -4,683005e-12    4,967941e-11
    5,150000e+00   -2,744359e-12    2,955141e-11
    5,200000e+00   -1,595370e-12    1,743823e-11
    5,250000e+00   -9,198529e-13    1,020705e-11
    5,300000e+00   -5,259336e-13    5,925336e-12
    5,350000e+00   -2,981281e-13    3,410904e-12
    5,400000e+00   -1,675020e-13    1,946636e-12
    5,450000e+00   -9,324923e-14    1,101177e-12
    5,500000e+00   -5,141783e-14    6,172557e-13
    5,550000e+00   -2,806894e-14    3,427376e-13
    5,600000e+00   -1,516135e-14    1,884386e-13
    5,650000e+00   -8,097434e-15    1,025354e-13
    5,700000e+00   -4,272440e-15    5,518325e-14
    5,750000e+00   -2,224544e-15    2,935213e-14
    5,800000e+00   -1,141340e-15    1,541532e-14
    5,850000e+00   -5,759202e-16    7,983775e-15
    5,900000e+00   -2,850608e-16    4,070991e-15
    5,950000e+00   -1,378828e-16    2,039274e-15
    6,000000e+00   -6,481106e-17    1,000480e-15
    6,050000e+00   -2,934232e-17    4,786027e-16
    6,100000e+00   -1,259973e-17    2,217356e-16
    6,150000e+00   -4,978157e-18    9,839195e-17
    6,200000e+00   -1,679832e-18    4,097919e-17
    6,250000e+00   -3,599465e-19    1,534286e-17
    6,300000e+00    9,739137e-20    4,564785e-18
    6,350000e+00    2,054516e-19    4,613118e-19
    6,400000e+00    1,895865e-19   -8,110602e-19
    6,450000e+00    1,420633e-19   -9,888865e-19
    6,500000e+00    9,632497e-20   -8,149318e-19
